"pop_id","pixel_id","x","y","tile_id","clc_code","clc_name","Onset_Greenness_Increase_2013","Onset_Greenness_Increase_2014","Onset_Greenness_Increase_2015","Onset_Greenness_Increase_2016","Onset_Greenness_Increase_2017","Onset_Greenness_Increase_2018","Onset_Greenness_Increase_2019","Onset_Greenness_Increase_2020","Onset_Greenness_Increase_2021","Onset_Greenness_Increase_2022","Onset_Greenness_Increase_2023","GLSP_QC_2013","GLSP_QC_2014","GLSP_QC_2015","GLSP_QC_2016","GLSP_QC_2017","GLSP_QC_2018","GLSP_QC_2019","GLSP_QC_2020","GLSP_QC_2021","GLSP_QC_2022","GLSP_QC_2023","PGQ_Onset_Greenness_Increase_2013","PGQ_Onset_Greenness_Increase_2014","PGQ_Onset_Greenness_Increase_2015","PGQ_Onset_Greenness_Increase_2016","PGQ_Onset_Greenness_Increase_2017","PGQ_Onset_Greenness_Increase_2018","PGQ_Onset_Greenness_Increase_2019","PGQ_Onset_Greenness_Increase_2020","PGQ_Onset_Greenness_Increase_2021","PGQ_Onset_Greenness_Increase_2022","PGQ_Onset_Greenness_Increase_2023","QC_mandatory_quality_2013","QC_mandatory_quality_2014","QC_mandatory_quality_2015","QC_mandatory_quality_2016","QC_mandatory_quality_2017","QC_mandatory_quality_2018","QC_mandatory_quality_2019","QC_mandatory_quality_2020","QC_mandatory_quality_2021","QC_mandatory_quality_2022","QC_mandatory_quality_2023","QC_climatology_2013","QC_climatology_2014","QC_climatology_2015","QC_climatology_2016","QC_climatology_2017","QC_climatology_2018","QC_climatology_2019","QC_climatology_2020","QC_climatology_2021","QC_climatology_2022","QC_climatology_2023","QC_land_water_2013","QC_land_water_2014","QC_land_water_2015","QC_land_water_2016","QC_land_water_2017","QC_land_water_2018","QC_land_water_2019","QC_land_water_2020","QC_land_water_2021","QC_land_water_2022","QC_land_water_2023"
"Edinburgh_9",770108,-212892.19323175,6223448.06438625,"h17v03",12,"Non-irrigated arable land",116,64,61,97,71,106,24,96,76,81,27,56,37,52,49,57,36,32,37,44,52,45,57,85,85,14,57,0,57,71,85,100,14,"processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","climatology fill >31%","climatology fill 1-5%","climatology fill 21-30%","climatology fill 16-20%","climatology fill >31%","climatology fill 1-5%","climatology fill 0%","climatology fill 1-5%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 11-15%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770109,-212428.88051525,6223448.06438625,"h17v03",23,"Broad-leaved forest",112,83,82,67,41,106,102,90,50,109,84,53,53,53,44,57,41,45,49,40,49,33,0,28,0,57,0,0,57,57,57,85,57,"processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 11-15%","climatology fill >31%","climatology fill 6-10%","climatology fill 11-15%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 0%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770110,-211965.56779875,6223448.06438625,"h17v03",11,"Sport and leisure facilities",59,69,33,71,57,47,47,59,51,71,45,53,45,53,44,53,40,45,45,48,49,41,85,42,71,85,71,100,28,0,57,100,0,"processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 6-10%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770111,-211502.25508225,6223448.06438625,"h17v03",12,"Non-irrigated arable land",120,99,34,71,58,132,19,94,122,9,113,48,57,57,40,57,44,56,53,49,49,45,14,42,71,85,85,85,42,42,42,0,71,"processed, good quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","climatology fill 16-20%","climatology fill >31%","climatology fill >31%","climatology fill 6-10%","climatology fill >31%","climatology fill 11-15%","climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 11-15%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770112,-211038.94236575,6223448.06438625,"h17v03",12,"Non-irrigated arable land",132,106,59,90,93,128,35,108,116,84,127,44,53,57,46,45,52,40,57,44,41,53,85,85,57,0,71,71,85,100,85,100,0,"processed, good quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","climatology fill 11-15%","climatology fill 21-30%","climatology fill >31%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 6-10%","climatology fill >31%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770113,-210575.62964925,6223448.06438625,"h17v03",12,"Non-irrigated arable land",121,79,60,94,110,104,47,113,89,3,82,48,49,53,41,53,44,36,37,44,44,33,85,85,57,14,71,14,14,100,100,14,42,"processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","climatology fill 16-20%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 1-5%","climatology fill 1-5%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 0%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770114,-210112.31693275,6223448.06438625,"h17v03",12,"Non-irrigated arable land",133,70,91,100,68,118,7,117,46,8,117,52,41,NA,45,44,52,33,41,48,36,41,85,100,28,42,71,71,0,100,0,0,57,"processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","climatology fill 21-30%","climatology fill 6-10%",NA,"climatology fill 11-15%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 0%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 1-5%","climatology fill 6-10%","land","land",NA,"land","land","land","land","land","land","land","land"
"Edinburgh_9",770905,-212428.88051525,6222984.75166975,"h17v03",12,"Non-irrigated arable land",122,25,55,99,67,100,36,124,44,111,64,52,37,45,53,49,52,52,41,36,49,49,85,14,85,28,57,0,100,100,14,85,71,"processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill 1-5%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 1-5%","climatology fill 16-20%","climatology fill 16-20%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770906,-211965.56779875,6222984.75166975,"h17v03",12,"Non-irrigated arable land",122,21,68,90,71,88,21,79,76,97,40,52,57,NA,53,53,49,48,41,52,53,53,57,0,57,0,14,0,85,42,71,42,28,"processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","climatology fill 21-30%","climatology fill >31%",NA,"climatology fill 21-30%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","land","land",NA,"land","land","land","land","land","land","land","land"
"Edinburgh_9",770907,-211502.25508225,6222984.75166975,"h17v03",12,"Non-irrigated arable land",128,93,59,88,28,108,72,93,93,71,115,48,53,NA,53,53,53,48,53,40,41,49,42,0,85,0,0,0,71,28,85,100,57,"processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","climatology fill 16-20%","climatology fill 21-30%",NA,"climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 16-20%","land","land",NA,"land","land","land","land","land","land","land","land"
"Edinburgh_9",770908,-211038.94236575,6222984.75166975,"h17v03",12,"Non-irrigated arable land",128,275,29,78,17,105,88,104,70,23,114,40,57,52,53,56,52,41,49,52,48,45,85,57,71,42,28,28,14,100,85,57,71,"processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, other quality","climatology fill 6-10%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 11-15%","land","land","land","land","land","land","land","land","land","land","land"
"Edinburgh_9",770909,-210575.62964925,6222984.75166975,"h17v03",12,"Non-irrigated arable land",117,307,40,83,65,118,77,98,77,83,107,56,49,57,53,53,40,48,52,44,53,53,71,0,100,14,71,85,71,100,71,100,100,"processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality","processed, good quality","processed, good quality","processed, other quality","processed, other quality","climatology fill >31%","climatology fill 16-20%","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 21-30%","land","land","land","land","land","land","land","land","land","land","land"
"Essex_32",2482206,21544.04131725,5745309.34095825,"h18v03",18,"Pastures",89,66,94,83,68,62,87,64,29,44,78,49,49,53,37,57,52,45,NA,49,45,57,0,42,57,28,0,14,14,0,0,42,14,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","climatology fill 16-20%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 1-5%","climatology fill >31%","climatology fill 21-30%","climatology fill 11-15%",NA,"climatology fill 16-20%","climatology fill 11-15%","climatology fill >31%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2482207,22007.35403375,5745309.34095825,"h18v03",12,"Non-irrigated arable land",120,82,82,NA,72,23,103,120,56,100,71,40,33,45,35,41,48,49,NA,45,37,49,100,0,0,NA,0,14,0,100,0,0,0,"processed, good quality","processed, other quality","processed, other quality","not processed","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","climatology fill 6-10%","climatology fill 0%","climatology fill 11-15%","climatology fill 0%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 16-20%",NA,"climatology fill 11-15%","climatology fill 1-5%","climatology fill 16-20%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2483458,21080.72860075,5744846.02824175,"h18v03",2,"Discontinuous urban fabric",101,85,73,70,59,66,47,53,58,90,82,49,57,53,49,53,44,45,NA,53,41,53,14,0,0,0,0,14,57,0,0,28,57,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","climatology fill 16-20%","climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 11-15%",NA,"climatology fill 21-30%","climatology fill 6-10%","climatology fill 21-30%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2483459,21544.04131725,5744846.02824175,"h18v03",18,"Pastures",89,1,75,84,81,66,64,40,71,65,NA,49,53,NA,53,45,44,45,NA,49,36,35,0,100,0,14,57,14,57,0,42,28,NA,"processed, other quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","not processed","climatology fill 16-20%","climatology fill 21-30%",NA,"climatology fill 21-30%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 11-15%",NA,"climatology fill 16-20%","climatology fill 1-5%","climatology fill 0%","land","land",NA,"land","land","land","land",NA,"land","land","land"
"Essex_32",2483460,22007.35403375,5744846.02824175,"h18v03",18,"Pastures",86,78,80,55,96,54,71,93,107,89,75,NA,49,57,53,49,40,45,NA,41,32,49,0,42,0,0,42,71,57,100,71,28,0,NA,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality",NA,"climatology fill 16-20%","climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 11-15%",NA,"climatology fill 6-10%","climatology fill 0%","climatology fill 16-20%",NA,"land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2483461,22470.66675025,5744846.02824175,"h18v03",12,"Non-irrigated arable land",109,76,96,88,65,11,23,49,93,73,78,48,49,37,49,41,44,37,48,45,32,NA,57,28,57,71,0,42,42,0,100,100,0,"processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality",NA,"climatology fill 16-20%","climatology fill 16-20%","climatology fill 1-5%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 11-15%","climatology fill 1-5%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 0%",NA,"land","land","land","land","land","land","land","land","land","land",NA
"Essex_32",2483462,22933.97946675,5744846.02824175,"h18v03",12,"Non-irrigated arable land",87,66,99,95,82,67,52,61,74,49,63,57,53,49,41,49,49,45,32,53,44,NA,0,71,71,28,14,0,100,42,42,57,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, good quality",NA,"climatology fill >31%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 0%","climatology fill 21-30%","climatology fill 11-15%",NA,"land","land","land","land","land","land","land","land","land","land",NA
"Essex_32",2484710,20617.41588425,5744382.71552525,"h18v03",18,"Pastures",113,75,85,94,79,78,46,66,85,90,74,45,53,49,49,57,48,45,NA,45,40,33,71,0,0,14,28,0,85,0,71,28,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill 11-15%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 16-20%","climatology fill >31%","climatology fill 16-20%","climatology fill 11-15%",NA,"climatology fill 11-15%","climatology fill 6-10%","climatology fill 0%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2484711,21080.72860075,5744382.71552525,"h18v03",12,"Non-irrigated arable land",111,44,75,104,61,42,57,66,83,72,85,53,53,45,45,41,40,45,NA,49,36,53,57,0,14,0,0,57,100,0,57,71,28,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill 21-30%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 6-10%","climatology fill 11-15%",NA,"climatology fill 16-20%","climatology fill 1-5%","climatology fill 21-30%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2484712,21544.04131725,5744382.71552525,"h18v03",12,"Non-irrigated arable land",86,105,71,78,66,29,34,NA,64,73,73,57,53,53,49,41,48,41,NA,49,32,45,0,57,42,14,14,0,28,NA,14,71,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill >31%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 6-10%",NA,"climatology fill 16-20%","climatology fill 0%","climatology fill 11-15%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2484713,22007.35403375,5744382.71552525,"h18v03",12,"Non-irrigated arable land",76,96,66,83,102,24,69,46,47,62,69,NA,57,41,53,37,44,53,NA,53,36,53,0,0,57,14,57,0,85,0,0,28,0,NA,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality",NA,"climatology fill >31%","climatology fill 6-10%","climatology fill 21-30%","climatology fill 1-5%","climatology fill 11-15%","climatology fill 21-30%",NA,"climatology fill 21-30%","climatology fill 1-5%","climatology fill 21-30%",NA,"land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2484714,22470.66675025,5744382.71552525,"h18v03",12,"Non-irrigated arable land",91,97,61,111,38,47,14,6,22,62,35,49,33,49,53,45,48,41,49,49,41,NA,0,57,71,57,14,100,14,0,14,71,42,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality",NA,"climatology fill 16-20%","climatology fill 0%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 16-20%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 6-10%",NA,"land","land","land","land","land","land","land","land","land","land",NA
"Essex_32",2484715,22933.97946675,5744382.71552525,"h18v03",12,"Non-irrigated arable land",92,72,80,95,41,14,22,NA,98,57,38,57,33,37,45,53,52,45,35,49,44,NA,0,71,28,14,0,14,42,NA,100,42,71,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality","not processed","processed, other quality","processed, good quality",NA,"climatology fill >31%","climatology fill 0%","climatology fill 1-5%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 0%","climatology fill 16-20%","climatology fill 11-15%",NA,"land","land","land","land","land","land","land","land","land","land",NA
"Essex_32",2484716,23397.29218325,5744382.71552525,"h18v03",12,"Non-irrigated arable land",54,NA,101,61,101,78,30,NA,77,NA,54,NA,35,57,53,41,53,44,35,45,35,57,28,NA,85,57,71,0,85,NA,0,NA,57,NA,"not processed","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","not processed","processed, other quality","not processed","processed, other quality",NA,"climatology fill 0%","climatology fill >31%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 0%","climatology fill 11-15%","climatology fill 0%","climatology fill >31%",NA,"land","land","land","land","land","land","land","land","land","land"
"Essex_32",2485963,20617.41588425,5743919.40280875,"h18v03",12,"Non-irrigated arable land",93,114,84,94,48,67,61,33,60,90,43,53,45,41,45,41,36,48,NA,53,36,49,0,0,14,42,0,0,85,0,0,57,71,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill 21-30%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 1-5%","climatology fill 16-20%",NA,"climatology fill 21-30%","climatology fill 1-5%","climatology fill 16-20%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2485964,21080.72860075,5743919.40280875,"h18v03",12,"Non-irrigated arable land",104,58,72,68,58,87,65,42,82,37,NA,53,45,41,49,45,36,40,NA,49,41,35,14,71,71,0,14,0,100,0,28,0,NA,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality",NA,"processed, other quality","processed, other quality","not processed","climatology fill 21-30%","climatology fill 11-15%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 1-5%","climatology fill 6-10%",NA,"climatology fill 16-20%","climatology fill 6-10%","climatology fill 0%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2485965,21544.04131725,5743919.40280875,"h18v03",12,"Non-irrigated arable land",84,79,73,96,52,77,101,4,75,65,87,57,45,53,57,42,48,49,NA,45,41,41,0,0,42,14,0,0,0,42,14,42,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","climatology fill >31%","climatology fill 11-15%","climatology fill 21-30%","climatology fill >31%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 16-20%",NA,"climatology fill 11-15%","climatology fill 6-10%","climatology fill 6-10%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2485966,22007.35403375,5743919.40280875,"h18v03",12,"Non-irrigated arable land",79,100,75,76,86,66,74,26,64,NA,71,53,49,53,57,50,53,41,NA,53,35,41,0,42,42,57,28,0,14,42,0,NA,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, other quality","processed, other quality",NA,"processed, other quality","not processed","processed, other quality","climatology fill 21-30%","climatology fill 16-20%","climatology fill 21-30%","climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 6-10%",NA,"climatology fill 21-30%","climatology fill 0%","climatology fill 6-10%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2485967,22470.66675025,5743919.40280875,"h18v03",12,"Non-irrigated arable land",45,64,76,68,47,62,29,NA,77,21,49,57,33,45,53,45,48,49,NA,53,37,45,0,57,42,14,0,42,28,NA,28,57,42,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","climatology fill >31%","climatology fill 0%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 16-20%","climatology fill 16-20%",NA,"climatology fill 21-30%","climatology fill 1-5%","climatology fill 11-15%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2485968,22933.97946675,5743919.40280875,"h18v03",12,"Non-irrigated arable land",101,57,91,70,47,82,21,NA,86,NA,46,58,33,41,53,46,48,45,NA,53,35,49,14,42,28,57,0,0,0,NA,71,NA,57,"processed, backup algorithm","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, good quality","processed, other quality",NA,"processed, other quality","not processed","processed, other quality","climatology fill >31%","climatology fill 0%","climatology fill 6-10%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 16-20%","climatology fill 11-15%",NA,"climatology fill 21-30%","climatology fill 0%","climatology fill 16-20%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2485969,23397.29218325,5743919.40280875,"h18v03",12,"Non-irrigated arable land",122,89,102,74,83,66,22,121,124,NA,70,53,45,53,53,54,52,36,NA,45,35,57,71,14,85,71,0,14,42,100,14,NA,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","processed, good quality","processed, good quality",NA,"processed, other quality","not processed","processed, other quality","climatology fill 21-30%","climatology fill 11-15%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 1-5%",NA,"climatology fill 11-15%","climatology fill 0%","climatology fill >31%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2487216,20617.41588425,5743456.09009225,"h18v03",12,"Non-irrigated arable land",54,97,84,108,58,106,NA,46,102,NA,50,57,49,49,49,53,40,35,NA,49,35,49,28,57,14,42,0,71,NA,0,100,NA,42,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","not processed",NA,"processed, other quality","not processed","processed, other quality","climatology fill >31%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 6-10%","climatology fill 0%",NA,"climatology fill 16-20%","climatology fill 0%","climatology fill 16-20%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2487217,21080.72860075,5743456.09009225,"h18v03",12,"Non-irrigated arable land",110,NA,82,99,39,34,9,42,74,88,57,49,35,33,53,53,48,41,NA,45,40,45,42,NA,14,14,14,28,0,0,14,57,14,"processed, other quality","not processed","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill 16-20%","climatology fill 0%","climatology fill 0%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 6-10%",NA,"climatology fill 11-15%","climatology fill 6-10%","climatology fill 11-15%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2487218,21544.04131725,5743456.09009225,"h18v03",12,"Non-irrigated arable land",NA,59,80,95,51,8,43,38,63,15,63,35,41,57,58,50,44,45,NA,49,36,53,NA,14,0,14,0,28,71,28,0,85,0,"not processed","processed, other quality","processed, other quality","processed, backup algorithm","processed, backup algorithm","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill 0%","climatology fill 6-10%","climatology fill >31%","climatology fill >31%","climatology fill 16-20%","climatology fill 11-15%","climatology fill 11-15%",NA,"climatology fill 16-20%","climatology fill 1-5%","climatology fill 21-30%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2487219,22007.35403375,5743456.09009225,"h18v03",12,"Non-irrigated arable land",93,68,93,103,37,NA,34,29,72,50,73,57,41,53,53,58,35,36,NA,53,40,45,0,28,42,0,0,NA,57,28,0,28,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, backup algorithm","not processed","processed, good quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill >31%","climatology fill 6-10%","climatology fill 21-30%","climatology fill 21-30%","climatology fill >31%","climatology fill 0%","climatology fill 1-5%",NA,"climatology fill 21-30%","climatology fill 6-10%","climatology fill 11-15%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2487220,22470.66675025,5743456.09009225,"h18v03",12,"Non-irrigated arable land",105,NA,99,99,45,73,42,16,45,84,41,41,35,41,49,54,44,45,NA,45,37,41,28,NA,57,42,0,0,71,85,0,100,85,"processed, other quality","not processed","processed, other quality","processed, other quality","processed, backup algorithm","processed, good quality","processed, other quality",NA,"processed, other quality","processed, other quality","processed, other quality","climatology fill 6-10%","climatology fill 0%","climatology fill 6-10%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 11-15%",NA,"climatology fill 11-15%","climatology fill 1-5%","climatology fill 6-10%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2487221,22933.97946675,5743456.09009225,"h18v03",12,"Non-irrigated arable land",77,61,85,111,55,84,23,45,65,84,14,57,49,53,53,49,52,41,NA,53,44,45,0,0,0,28,0,0,0,0,0,100,28,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, other quality",NA,"processed, other quality","processed, good quality","processed, other quality","climatology fill >31%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 21-30%","climatology fill 16-20%","climatology fill 21-30%","climatology fill 6-10%",NA,"climatology fill 21-30%","climatology fill 11-15%","climatology fill 11-15%","land","land","land","land","land","land","land",NA,"land","land","land"
"Essex_32",2487222,23397.29218325,5743456.09009225,"h18v03",12,"Non-irrigated arable land",105,99,108,60,78,84,287,NA,116,NA,68,45,49,33,53,45,44,48,NA,35,35,57,28,14,85,57,0,0,0,NA,57,NA,0,"processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, other quality","processed, good quality","processed, good quality",NA,"not processed","not processed","processed, other quality","climatology fill 11-15%","climatology fill 16-20%","climatology fill 0%","climatology fill 21-30%","climatology fill 11-15%","climatology fill 11-15%","climatology fill 16-20%",NA,"climatology fill 0%","climatology fill 0%","climatology fill >31%","land","land","land","land","land","land","land",NA,"land","land","land"
